date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
9/10/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Portfolio Recovery Associates, Inc.",CA,93675,,,Web,9/14/2013,Closed with non-monetary relief,Yes,Yes,522029
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,NY,11419,,,Referral,9/11/2013,Closed with explanation,Yes,No,522340
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,AZ,85706,,,Web,9/18/2013,Closed with explanation,Yes,No,531138
9/25/2013,Money transfers,International money transfer,Other transaction issues,,,,U.S. Bancorp,IL,62640,,,Referral,9/25/2013,Closed with explanation,Yes,No,541541
9/2/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,78023,,,Web,9/2/2013,Closed with non-monetary relief,Yes,No,512582
9/2/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Santander Consumer USA Holdings Inc,FL,34207,,,Web,9/3/2013,Closed with explanation,Yes,No,511708
9/2/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,"TransUnion Intermediate Holdings, Inc.",GA,30019,,,Web,9/3/2013,Closed with explanation,Yes,Yes,512600
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,BB&T Financial,GA,31064,,,Referral,9/11/2013,Closed with explanation,Yes,No,522395
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AZ,86442,,,Postal mail,9/11/2013,Closed with explanation,Yes,No,520968
9/17/2013,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,Bank of America,CA,92025,,,Phone,9/18/2013,Closed with monetary relief,Yes,No,531143
9/17/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Credit Card Receivables Fund Incorporated,NY,11428,,,Web,9/18/2013,Closed,Yes,No,531144
9/2/2013,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,,,Discover,CA,95827,,,Web,9/2/2013,Closed with explanation,Yes,No,512602
9/2/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo & Company,GA,30319,,,Web,9/3/2013,Closed with explanation,Yes,Yes,512604
9/2/2013,Credit card,,Billing disputes,,,,Synchrony Financial,WA,99207,,,Web,9/2/2013,Closed with explanation,Yes,No,512605
9/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,FL,32822,,,Web,9/11/2013,Closed with monetary relief,Yes,No,522067
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,WA,98226,,,Referral,9/11/2013,Closed with explanation,Yes,No,521299
9/2/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",MT,59860,"Older American, Servicemember",,Web,9/3/2013,Closed with explanation,Yes,No,512606
9/17/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Financial Management Solutions,MD,20782,,,Web,9/17/2013,Closed with explanation,Yes,No,531879
9/17/2013,Credit card,,Late fee,,,,Wells Fargo & Company,CA,94586,Older American,,Phone,9/18/2013,Closed with explanation,Yes,No,531148
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Mercantile Adjustment Bureau, LLC",NY,11435,,,Web,10/11/2013,Closed with explanation,Yes,No,531694
9/25/2013,Credit card,,Transaction issue,,,,Amex,MI,48383,,,Web,9/25/2013,Closed with explanation,Yes,No,541547
9/25/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",WA,98104,,,Web,9/25/2013,Closed with non-monetary relief,Yes,No,541548
9/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MS,39180,,,Web,9/25/2013,Closed with explanation,Yes,No,541549
9/10/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,MO,63090,,,Web,9/14/2013,Closed with explanation,Yes,Yes,522069
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,TX,76244,,,Referral,9/11/2013,Closed with explanation,Yes,Yes,521995
9/10/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,TN,38018,,,Referral,9/11/2013,Closed with non-monetary relief,Yes,No,522495
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,The Huntington National Bank,MI,49507,,,Referral,9/18/2013,Closed with explanation,Yes,No,531151
9/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"FAIR COLLECTIONS & OUTSOURCING, INC.",AR,72205,,,Web,9/25/2013,Closed with explanation,Yes,No,541555
9/2/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,GM Financial,TX,75657,,,Web,9/6/2013,Closed with explanation,Yes,No,512615
9/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,EverBank,NC,28173,Servicemember,,Web,9/3/2013,Closed with explanation,Yes,No,512610
9/10/2013,Mortgage,Other mortgage,Other,,,,"Select Portfolio Servicing, Inc",HI,96706,,,Referral,9/11/2013,Closed with explanation,Yes,No,521303
9/25/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,MD,21703,,,Web,9/25/2013,Closed with explanation,Yes,No,541488
9/25/2013,Credit card,,Advertising and marketing,,,,Wells Fargo & Company,CO,81419,,,Web,9/25/2013,Closed with explanation,Yes,Yes,541559
9/2/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Ocwen,FL,34952,,,Web,9/3/2013,Closed with explanation,Yes,No,512616
9/2/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Charles Schwab Bank,CA,95757,Older American,,Web,9/6/2013,Closed with explanation,Yes,Yes,512617
9/2/2013,Credit card,,Rewards,,,,Citibank,NV,89052,,,Web,9/2/2013,Closed with non-monetary relief,Yes,No,512618
9/2/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,BB&T Financial,NC,27127,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511704
9/25/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,NY,11365,Older American,,Web,9/27/2013,Closed with explanation,Yes,No,541505
9/25/2013,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",PA,16423,,,Phone,9/25/2013,Closed with explanation,Yes,No,541564
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,OH,44310,,,Web,9/11/2013,Closed with monetary relief,Yes,No,522085
9/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,7508,,,Referral,9/11/2013,Closed with explanation,Yes,Yes,521307
9/10/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo & Company,VA,22152,Servicemember,,Web,9/10/2013,Closed with explanation,Yes,No,521324
9/10/2013,Credit card,,Closing/Cancelling account,,,,Bank of America,CO,81328,,,Referral,9/11/2013,Closed with explanation,Yes,No,522423
9/2/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,FL,33635,,,Web,9/3/2013,Closed with explanation,Yes,No,512041
9/2/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Ally Financial Inc.,TX,77028,,,Web,9/6/2013,Closed with explanation,Yes,Yes,512619
9/2/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Barclays PLC,MI,48377,,,Web,9/3/2013,Closed with monetary relief,Yes,No,511967
