date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Stellar Recovery Inc.,TX,77861,,,Web,8/31/2013,Closed with explanation,Yes,No,511419
8/31/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Citibank,NY,11238,,,Web,9/5/2013,Closed with non-monetary relief,Yes,Yes,511421
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,NY,13685,Servicemember,,Web,9/11/2013,Closed with explanation,Yes,No,521728
9/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,RI,2921,,,Postal mail,9/10/2013,Closed with non-monetary relief,Yes,No,520888
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NJ,7731,,,Referral,9/11/2013,Closed with explanation,Yes,No,521831
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33407,,,Web,9/25/2013,Closed with explanation,Yes,No,540749
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Fifth Third Financial Corporation,OH,45449,,,Referral,9/11/2013,Closed with non-monetary relief,Yes,No,521837
8/31/2013,Credit card,,Late fee,,,,Capital One,IL,60143,,,Web,8/31/2013,Closed with monetary relief,Yes,No,511614
8/31/2013,Credit card,,Billing disputes,,,,Citibank,TN,37923,,,Web,8/31/2013,Closed with explanation,Yes,No,510040
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,AZ,85335,,,Web,9/5/2013,Closed with explanation,Yes,No,511422
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,CT,6002,,,Fax,9/18/2013,Closed with explanation,Yes,No,531706
9/17/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,IL,62704,,,Web,9/18/2013,Closed with explanation,Yes,No,530887
9/17/2013,Credit card,,Credit card protection / Debt protection,,,,Bank of America,NY,11561,,,Web,9/17/2013,Closed with explanation,Yes,No,531866
8/31/2013,Credit card,,Sale of account,,,,"Portfolio Recovery Associates, Inc.",NC,28224,Older American,,Web,9/3/2013,Closed with non-monetary relief,Yes,No,511620
8/31/2013,Credit card,,Late fee,,,,Synchrony Financial,IL,62701,,,Web,9/3/2013,Closed with monetary relief,Yes,No,511424
8/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,MI,48098,,,Web,9/3/2013,Closed with monetary relief,Yes,No,511427
8/31/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Synchrony Financial,CT,6853,,,Web,8/31/2013,Closed with explanation,Yes,No,511428
9/24/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,11106,Older American,,Web,9/24/2013,Closed with explanation,Yes,No,541187
9/24/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,TX,78747,,,Web,9/26/2013,Closed with non-monetary relief,Yes,Yes,540755
9/10/2013,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,IL,60046,,,Web,9/14/2013,Closed with explanation,Yes,No,521764
9/10/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Ditech Financial LLC,FL,34769,,,Web,9/25/2013,Closed with explanation,Yes,No,521768
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92867,Older American,,Web,9/18/2013,Closed with explanation,Yes,Yes,530890
9/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,AZ,85308,,,Postal mail,9/18/2013,Closed with explanation,Yes,No,531367
8/31/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"CCS Financial Services, Inc.",FL,32825,,,Web,11/22/2013,Closed with explanation,Yes,No,511430
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",MI,49017,"Older American, Servicemember",,Web,9/3/2013,Closed with explanation,Yes,Yes,511432
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CO,80102,,,Web,9/3/2013,Closed with explanation,Yes,No,511433
9/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Regions Financial Corporation,SC,29210,,,Referral,9/10/2013,Closed with monetary relief,Yes,No,521850
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,CT,6855,,,Phone,9/18/2013,Closed with non-monetary relief,Yes,No,531680
8/31/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,GA,31903,,,Web,9/3/2013,Closed with non-monetary relief,Yes,Yes,511435
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MI,48317,,,Web,9/5/2013,Closed with explanation,Yes,No,511436
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,GA,30043,,,Web,9/3/2013,Closed with explanation,Yes,No,510111
9/24/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,90027,,,Web,9/24/2013,Closed with explanation,Yes,No,540762
9/24/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Sallie Mae,VA,23059,,,Web,9/26/2013,Closed with explanation,Yes,No,540764
9/10/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Toyota Motor Credit Corporation,OH,44122,,,Web,9/11/2013,Closed with explanation,Yes,No,521775
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,95060,,,Web,9/14/2013,Closed with explanation,Yes,Yes,521776
9/10/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Radius Global Solutions LLC,TX,77630,,,Phone,9/11/2013,Closed with explanation,Yes,No,521777
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MI,49424,,,Web,9/5/2013,Closed with explanation,Yes,Yes,511437
8/31/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Higher Education Student Assistance Authority (HESAA),NJ,8030,,,Web,9/3/2013,Closed with explanation,Yes,No,511440
8/31/2013,Credit card,,Convenience checks,,,,Bank of America,FL,32708,,,Web,8/31/2013,Closed with explanation,Yes,No,510019
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,FL,33511,,,Referral,9/11/2013,Closed,Yes,No,521948
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,FL,33414,,,Web,9/11/2013,Closed with explanation,Yes,No,521780
9/17/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,"TransUnion Intermediate Holdings, Inc.",TX,75070,,,Web,9/17/2013,Closed with explanation,Yes,No,531867
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,94086,,,Phone,9/18/2013,Closed with explanation,Yes,No,530901
9/17/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,GA,30319,,,Web,9/17/2013,Closed with explanation,Yes,Yes,531868
8/31/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,U.S. Bancorp,OH,44146,,,Web,8/31/2013,Closed with explanation,Yes,No,511442
8/31/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NJ,7960,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511443
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,11561,,,Web,9/5/2013,Closed with non-monetary relief,Yes,No,511444
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,94062,,,Web,9/25/2013,Closed with monetary relief,Yes,No,540771
9/24/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,MI,48160,,,Web,9/25/2013,Closed,Yes,Yes,540773
9/17/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",FL,32819,,,Web,9/18/2013,Closed with explanation,Yes,No,530904
9/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",NY,11710,,,Postal mail,10/3/2013,Closed with explanation,Yes,Yes,530840
9/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Linebarger Goggan Blair & Sampson, LLP",GA,30328,"Older American, Servicemember",,Web,10/7/2013,Closed with explanation,Yes,Yes,540776
9/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Butte County Credit Bureau,MI,49633,Older American,,Web,9/24/2013,Closed with explanation,No,No,540395
8/31/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Bank of America,CA,95602,Older American,,Web,9/3/2013,Closed with explanation,Yes,No,511446
8/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,VA,22153,Servicemember,,Web,9/3/2013,Closed with non-monetary relief,Yes,No,509986
8/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,MO,63111,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511447
9/10/2013,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,,,Allied Interstate LLC,DC,20009,,,Web,9/14/2013,Closed with non-monetary relief,Yes,No,521790
9/10/2013,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,,,"Navient Solutions, Inc.",DC,20009,,,Web,9/14/2013,Closed with non-monetary relief,Yes,No,521791
9/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,30642,,,Web,9/14/2013,Closed with explanation,Yes,No,521792
9/24/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",PA,19464,,,Web,9/25/2013,Closed with explanation,Yes,Yes,540866
9/24/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,NY,10579,,,Web,9/25/2013,Closed with explanation,Yes,No,540783
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NM,87123,,,Web,9/3/2013,Closed with explanation,Yes,No,511448
8/31/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Ditech Financial LLC,NC,28042,,,Web,9/3/2013,Closed with explanation,Yes,No,511449
8/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NM,87121,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,510112
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Credit Protection Association, L.P.",NC,28117,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511450
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,32223,,,Phone,9/18/2013,Closed with explanation,Yes,No,530908
9/24/2013,Credit card,,Billing disputes,,,,Capital One,CA,94002,,,Web,9/24/2013,Closed with monetary relief,Yes,No,540785
8/31/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IN,46186,,,Web,9/3/2013,Closed with explanation,Yes,No,511452
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Residential Credit Solutions,OR,97330,,,Web,9/3/2013,Closed with explanation,No,No,511453
8/31/2013,Credit card,,Billing disputes,,,,Citibank,CA,90650,,,Web,9/3/2013,Closed with explanation,Yes,No,511454
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,FL,33498,,,Web,9/3/2013,Closed with explanation,Yes,No,511455
9/24/2013,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,"TransUnion Intermediate Holdings, Inc.",CA,90062,,,Web,9/25/2013,Closed with non-monetary relief,Yes,No,540870
9/17/2013,Credit card,,Sale of account,,,,"Convergent Resources, Inc.",TX,79912,Older American,,Web,9/18/2013,Closed with explanation,Yes,No,530913
9/17/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,TD Bank US Holding Company,MA,1701,,,Web,9/18/2013,Closed with monetary relief,Yes,No,530914
8/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,77063,Servicemember,,Web,9/3/2013,Closed with explanation,Yes,No,509985
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called outside of 8am-9pm,,,Encore Capital Group,IL,60491,,,Fax,10/22/2013,Closed with explanation,Yes,No,520915
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",IL,60491,,,Fax,9/23/2013,Closed with explanation,Yes,No,520916
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IL,60491,,,Fax,9/23/2013,Closed with non-monetary relief,Yes,No,520917
8/31/2013,Money transfers,International money transfer,Money was not available when promised,,,,The Western Union Company,FL,33066,,,Web,8/31/2013,Closed with explanation,Yes,No,511456
8/31/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,Synchrony Financial,CA,95762,,,Web,8/31/2013,Closed with explanation,Yes,No,511098
8/31/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,Allied Interstate LLC,CA,95762,,,Web,9/3/2013,Closed with non-monetary relief,Yes,No,511099
9/24/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"I.C. System, Inc.",LA,71106,"Older American, Servicemember",,Web,9/25/2013,Closed with explanation,Yes,No,540792
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NH,3253,,,Web,9/10/2013,Closed with non-monetary relief,Yes,No,521804
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OR,97639,,,Phone,9/18/2013,Closed with explanation,Yes,No,531359
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,PHH Mortgage,CA,92064,,,Web,9/18/2013,Closed with explanation,Yes,No,530916
9/17/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,The Law Offices of Mitchell D. Bluhm & Associates,GA,30458,,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,530894
9/24/2013,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,"Oxford Law, LLC",FL,33543,,,Web,9/24/2013,Closed with non-monetary relief,Yes,No,540740
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,OR,97701,,,Web,9/11/2013,Closed with explanation,Yes,Yes,521807
9/10/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"SIMM Associates, Inc.",CO,80126,,,Web,9/14/2013,Closed with explanation,Yes,No,521810
9/10/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Nationstar Mortgage,TX,76179,,,Web,9/10/2013,Closed with explanation,Yes,Yes,521892
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"Citizens Financial Group, Inc.",IL,60564,,,Referral,9/18/2013,Closed with monetary relief,Yes,No,531281
9/17/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Santander Consumer USA Holdings Inc,OH,45417,Older American,,Phone,9/18/2013,Closed with explanation,Yes,No,530922
8/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33169,,,Web,9/3/2013,Closed with explanation,Yes,No,511463
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",CA,92121,,,Web,9/3/2013,Closed with explanation,Yes,No,511464
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,63136,,,Referral,9/11/2013,Closed with explanation,Yes,No,522106
9/24/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Round Point Mortgage,GA,30248,Servicemember,,Web,9/25/2013,Closed with explanation,Yes,No,540801
9/24/2013,Credit card,,Other fee,,,,Citibank,VA,23231,,,Web,9/24/2013,Closed with monetary relief,Yes,No,540779
8/31/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,MA,1890,,,Web,9/3/2013,Closed with explanation,Yes,No,511466
8/31/2013,Credit card,,Other,,,,Citibank,CA,91367,,,Web,8/31/2013,Closed with monetary relief,Yes,No,511467
8/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",OR,97330,Servicemember,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,510008
9/24/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,PA,17404,,,Web,10/15/2013,Closed with explanation,Yes,No,540803
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MO,63125,,,Web,9/18/2013,Closed with explanation,Yes,No,530930
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,MO,65072,,,Referral,9/11/2013,Closed with explanation,Yes,No,522079
8/31/2013,Credit card,,Delinquent account,,,,Capital One,OH,45215,,,Web,9/11/2013,Closed with explanation,Yes,Yes,509979
8/31/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Synchrony Financial,CA,91423,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511470
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,17402,,,Web,9/3/2013,Closed with explanation,Yes,No,509987
8/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,No,511471
9/24/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,95148,Older American,,Web,9/25/2013,Closed with explanation,Yes,Yes,540804
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,94607,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,520946
9/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CO,80013,,,Phone,9/10/2013,Closed with explanation,Yes,No,521821
8/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,VA,24382,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511472
8/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",VA,24382,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511473
8/31/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Experian,FL,33407,,,Web,8/31/2013,Closed with explanation,Yes,Yes,510049
9/17/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,SquareTwo Financial Corporation,CT,6519,Servicemember,,Phone,9/18/2013,Closed with explanation,Yes,No,531353
9/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD Bank US Holding Company,NY,10031,Older American,,Phone,9/25/2013,Closed with monetary relief,Yes,Yes,540807
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Afni, Inc.",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,No,511474
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Hunter Warfield, Inc.",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,Yes,511476
9/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,The Receivable Management Services Corporation,NJ,7076,,,Web,9/25/2013,Closed with non-monetary relief,Yes,No,540810
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,FL,33884,,,Web,9/25/2013,Closed with explanation,Yes,Yes,540814
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95695,,,Referral,9/11/2013,Closed with non-monetary relief,Yes,Yes,522019
9/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",CT,6611,,,Web,9/11/2013,Closed with explanation,Yes,No,521830
9/17/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,Union Bank,CA,92114,,,Web,9/18/2013,Closed with explanation,Yes,No,530943
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,92708,,,Web,9/18/2013,Closed with explanation,Yes,Yes,530934
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"National Credit Systems,Inc.",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,No,511477
8/31/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,HSBC North America Holdings Inc.,VA,24382,,,Web,10/16/2013,Closed with explanation,Yes,Yes,511478
8/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,OR,97330,Servicemember,,Web,9/3/2013,Closed with explanation,Yes,Yes,510009
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Vanderbilt Mortgage & Finance,VA,24382,,,Web,9/3/2013,Closed with explanation,Yes,No,511479
8/31/2013,Credit card,,Billing disputes,,,,Citibank,CA,92117,,,Web,8/31/2013,Closed with monetary relief,Yes,No,511498
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,LA,70401,,,Web,9/14/2013,Closed with non-monetary relief,Yes,No,521835
9/10/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Absolute Collections Corp.,MD,21009,,,Postal mail,9/26/2013,Closed with explanation,Yes,No,520967
9/24/2013,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Experian,GA,30152,,,Web,9/24/2013,Closed with explanation,Yes,No,541376
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,49546,Older American,,Web,9/25/2013,Closed with explanation,Yes,Yes,540819
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,WA,98118,,,Referral,10/17/2013,Closed with explanation,Yes,No,522275
9/10/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,VA,22314,,,Web,9/14/2013,Closed with non-monetary relief,Yes,Yes,521841
8/31/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Trident Asset Management, L.L.C.",VA,24382,,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511480
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Charlottesville Bureau of Credits, Inc",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,Yes,511481
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Medical Business Bureau,VA,24382,,,Web,8/31/2013,Closed with explanation,No,No,511482
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Tenet HealthCare Corporation,VA,24382,,,Web,10/17/2013,Closed with explanation,Yes,No,511483
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,SC,29440,,,Referral,9/18/2013,Closed with explanation,Yes,No,531146
9/24/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33028,Older American,,Web,9/25/2013,Closed with explanation,Yes,No,540824
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,TCF National Bank,IL,60505,,,Web,9/25/2013,Closed with explanation,Yes,No,540825
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Creditors Collection Service,VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,Yes,511485
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"HCFS Health Care Financial Services, Inc.",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,Yes,511486
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Fidelity National Information Services, Inc. (FNIS)",CA,90028,,,Web,9/3/2013,Closed with explanation,Yes,Yes,511499
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Ally Financial Inc.,CA,90028,,,Web,8/31/2013,Closed with monetary relief,Yes,Yes,511500
9/17/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Bank of America,NJ,7081,,,Web,9/18/2013,Closed with explanation,Yes,No,530991
9/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Sued w/o proper notification of suit,,,"Nagle & Zaller, PC",MD,20904,,,Web,9/24/2013,Closed with explanation,Yes,Yes,541375
8/31/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Quicken Loans,IL,60417,,,Web,9/3/2013,Closed with explanation,Yes,No,511501
8/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Healthcare Receivables Group, Inc.",VA,24382,,,Web,8/31/2013,Closed with explanation,Yes,No,511489
9/17/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,IL,60625,,,Referral,9/18/2013,Closed with monetary relief,Yes,No,531150
9/17/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,GA,30080,,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,530957
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,"Credit Protection Association, L.P.",FL,33611,,,Web,9/17/2013,Closed with explanation,Yes,No,531870
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,91711,,,Referral,9/11/2013,Closed with explanation,Yes,No,522168
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,32908,,,Referral,9/11/2013,Closed with explanation,Yes,No,522213
9/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95353,,,Web,9/25/2013,Closed with explanation,Yes,No,541382
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Afni, Inc.",VA,24382,,,Web,9/3/2013,Closed with explanation,Yes,No,511492
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,KS,66542,,,Web,9/3/2013,Closed with explanation,Yes,No,511502
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,IN,46250,,,Web,9/18/2013,Closed with explanation,Yes,No,530959
